OBJECTID,GEOID,COUNTYFP,COUNTYNAME,ALAND,AWATER,Threshold,PctPopLI,Shape_Length,Shape_Area
1686,510594709004,059,Fairfax County,766481,0,HUD,0.192,4493.27882355497,1267584.67575126
1687,510594709005,059,Fairfax County,735827,0,HUD,0.058,4252.47367314719,1216602.7240383
1688,515102012023,510,Alexandria city,56112,0,HUD,0.343,1301.2760021861,92607.7647827684
1689,510594805031,059,Fairfax County,863974,0,HUD,0.028,5499.61585633438,1432056.73819058
1690,510594823021,059,Fairfax County,330740,0,HUD,0.562,3976.37200398163,547384.871703993
1691,510594825031,059,Fairfax County,1361201,18249,HUD,0.117,6340.72437754046,2282687.82455362
1692,510594825022,059,Fairfax County,1068366,0,HUD,0.116,5595.031664003,1767188.40356175
1693,510594825021,059,Fairfax County,522819,0,HUD,0.046,4420.09752861867,864648.153387506
1694,510594916022,059,Fairfax County,1220942,5914,HUD,0.157,6154.53709757483,2027413.49868071
1695,510594918031,059,Fairfax County,934285,1078,HUD,0.251,5039.35996244578,1545645.56007172
1696,510594403001,059,Fairfax County,1680565,32609,HUD,0.106,9985.74545889324,2828475.79546544
1697,510594161002,059,Fairfax County,1570030,1857240,HUD,0.354,12436.0987311359,5635243.9571258
1698,510079302003,007,Amelia County,107616278,1408817,HUD,0.323,67033.0517004794,172512173.912361
1699,510079302001,007,Amelia County,77897031,231723,HUD,0.425,49524.0735104327,123638998.946023
1700,510079302002,007,Amelia County,68754016,582118,HUD,0.296,58246.6982202169,109881802.635238
1701,510079302004,007,Amelia County,174203958,3404921,HUD,0.555,97541.1696800798,280803859.002657
1702,510594309022,059,Fairfax County,1196426,565,HUD,0.241,6313.62114872603,1973110.71303402
1703,510594325002,059,Fairfax County,1034179,43221,HUD,0.154,7068.21655478337,1774315.93223306
1704,510594503002,059,Fairfax County,270619,0,HUD,0.273,2840.16328508022,447092.626326787
1705,510594524005,059,Fairfax County,801586,0,HUD,0.233,5517.70150710417,1321940.16173946
1706,510594304003,059,Fairfax County,2339731,244910,HUD,0.322,8604.47991865352,4262056.67871438
1707,510594707003,059,Fairfax County,634342,0,HUD,0.112,4143.45539959226,1049427.46932633
1708,510594707002,059,Fairfax County,850948,0,HUD,0.083,5815.98488031537,1407884.83073549
1709,510594816001,059,Fairfax County,4081346,61765,HUD,0.053,11982.4153912918,6851286.73472387
1710,510594223023,059,Fairfax County,186965,1956,HUD,0.307,2610.48904120484,311203.371538738
1711,510594159001,059,Fairfax County,2605976,1467,HUD,0.093,13971.0864186112,4288909.36746096
1712,510594401002,059,Fairfax County,2222148,6650,HUD,0.02,9920.43273579795,3680332.8844458
1713,510594804021,059,Fairfax County,6273533,15426,HUD,0.118,18037.5014236881,10433787.7916936
1714,510594322021,059,Fairfax County,1214216,8102,HUD,0.276,9859.67845032966,2015077.66648188
1715,510594804011,059,Fairfax County,3225943,14387,HUD,0.03,11638.3064939924,5371525.06238498
1716,510594823022,059,Fairfax County,434177,0,HUD,0.665,4161.64636161659,718664.912541525
1717,510594514002,059,Fairfax County,208941,0,HUD,0.716,2848.15203832383,345170.887174009
1718,510594212001,059,Fairfax County,1314255,106528,HUD,0.149,6500.14184355535,2339328.61366869
1719,510594814004,059,Fairfax County,2646481,94215,HUD,0.145,13449.862193044,4535074.54107366
1720,510411005081,041,Chesterfield County,2842269,0,HUD,0.464,12522.416370393,4501680.83036862
1721,510411005051,041,Chesterfield County,1576752,12726,HUD,0.625,7592.90766466811,2519994.31718495
1722,510411005052,041,Chesterfield County,3687374,72321,HUD,0.374,11386.4083690382,5958998.02584832
1723,516600002051,660,Harrisonburg city,407678,0,HUD,0.628,4955.60921144219,665114.423681773
1724,517000311001,700,Newport News city,1086262,4939663,HUD,0.659,16606.1745618273,9466290.27666233
1725,517000314001,700,Newport News city,1405355,0,HUD,0.38,7990.31161320126,2210248.841779
1726,517000314002,700,Newport News city,907763,0,HUD,0.424,5112.07089345106,1427548.62695722
1727,517000314003,700,Newport News city,1313593,16776,HUD,0.528,7654.66798933571,2091382.91511651
1728,517000314004,700,Newport News city,820448,0,HUD,0.703,6221.94995775287,1289645.61040994
1729,518000754072,800,Suffolk city,8549694,1424758,HUD,0.271,19390.6570967607,15583953.6891545
1730,518000755032,800,Suffolk city,2914623,163551,HUD,0.184,10022.9868096334,4804440.48114624
1731,518000755041,800,Suffolk city,1284240,0,HUD,0.647,8281.30464897976,2004113.42779959
1732,518000754062,800,Suffolk city,2301871,0,HUD,0.256,8777.19818309094,3594861.16810138
1733,518000751052,800,Suffolk city,2772250,2086312,HUD,0.043,14027.9475549684,7609769.69317794
1734,518000752081,800,Suffolk city,5572974,2007326,HUD,0.222,15678.2099525843,11856268.9405435
1735,518000755021,800,Suffolk city,12094086,2368891,HUD,0.168,23190.6613399086,22605074.7261844
1736,518000653021,800,Suffolk city,298328,0,HUD,0.899,3066.29076697661,465335.516844536
1737,518000654012,800,Suffolk city,299436,0,HUD,0.491,3339.02406321551,466960.042731095
1738,518000654013,800,Suffolk city,552495,0,HUD,0.181,4417.81077238345,861637.587136709
1739,518000754021,800,Suffolk city,1564821,103664,HUD,0.094,10934.4382855763,2605632.66560468
1740,518000755043,800,Suffolk city,15031634,0,HUD,0.623,26698.113465599,23459308.340043
1741,518000655004,800,Suffolk city,759620,0,HUD,0.784,6962.81497004901,1184575.00845099
1742,518000758013,800,Suffolk city,39411207,0,HUD,0.44,32635.3139672316,61323918.0011808
1743,518000752033,800,Suffolk city,808847,33401,HUD,0.058,6071.94703406368,1317787.8818695
1744,518000752022,800,Suffolk city,4085424,186360,HUD,0.159,13803.1521849956,6681853.15541902
1745,518000751042,800,Suffolk city,1022419,20570,HUD,0.464,5484.84927813535,1632737.75081665
1746,518000655003,800,Suffolk city,468141,0,HUD,0.549,4841.95528624477,729949.415327878
1747,518000655001,800,Suffolk city,476599,0,HUD,0.92,5292.85958570973,743329.426858958
1748,518000752071,800,Suffolk city,2162586,31349,HUD,0.147,8199.63831545583,3431091.96469623
1749,518000754071,800,Suffolk city,1785051,11054,HUD,0,7552.43312521207,2805038.16019753
1750,516600002043,660,Harrisonburg city,736583,0,HUD,0.913,5090.305037384,1202626.86907974
1751,516600002042,660,Harrisonburg city,382992,0,HUD,0.611,3527.99875493236,625211.700386156
1752,517000315001,700,Newport News city,2843204,85969,HUD,0.503,15450.4606981352,4607097.92029097
1753,517000315002,700,Newport News city,1158225,6261742,HUD,0.294,16197.7812255131,11659293.3498231
1754,510872004071,087,Henrico County,1373122,804,HUD,0.591,6482.27839494997,2194983.05616623
1755,510872004072,087,Henrico County,802427,1649,HUD,0.301,4937.76695914238,1284700.02144264
1756,510872004091,087,Henrico County,2171674,11587,HUD,0.521,9161.50162457769,3486533.34072459
1757,517000301003,700,Newport News city,471804,2173199,HUD,0.669,10884.3858545781,4151923.97522051
1758,515500214011,550,Chesapeake city,4073253,44187,HUD,0.309,12967.8073530096,6427590.83289553
1759,515500214021,550,Chesapeake city,3291389,506610,HUD,0.167,11364.3959301418,5929671.80129725
1760,515500214022,550,Chesapeake city,1803147,344690,HUD,0.402,13180.6203443975,3352369.89829884
1761,515500214023,550,Chesapeake city,1786894,14161,HUD,0.311,7113.86885401936,2811747.13458427
1762,515500214024,550,Chesapeake city,824193,0,HUD,0.929,5620.93949647583,1286922.07830908
1763,515500214031,550,Chesapeake city,3330747,722295,HUD,0.563,12197.9344636242,6331744.23126173
1764,515500214032,550,Chesapeake city,1808769,445189,HUD,0.244,10387.9529345959,3520070.34578469
1765,515500214033,550,Chesapeake city,1216712,0,HUD,0.57,6014.85588235922,1900120.06068615
1766,510872001061,087,Henrico County,914959,0,HUD,0.647,4860.98061790271,1460080.28734987
1767,510872008021,087,Henrico County,834195,0,HUD,0.578,5461.58513032306,1332095.78766687
1768,510411010032,041,Chesterfield County,16566986,30146,HUD,0.169,21195.2482570755,26348338.9371968
1769,510411010041,041,Chesterfield County,72134312,443913,HUD,0.383,52876.1227640424,115074197.027996
1770,511455001011,145,Powhatan County,35623171,420773,HUD,0.171,38903.4615171448,57444735.775842
1771,511455003001,145,Powhatan County,33482296,200018,HUD,0.227,51010.7124560993,53814814.9019976
1772,511455001013,145,Powhatan County,34555180,695397,HUD,0.396,46639.7560038032,56229181.7677295
1773,511455001014,145,Powhatan County,14125684,399763,HUD,0.38,22723.1119495039,23142091.800238
1774,511455004002,145,Powhatan County,65878408,211402,HUD,0.38,53207.1593712144,105219004.302087
1775,511455004001,145,Powhatan County,112459592,777163,HUD,0.463,66181.2799509778,180696695.644059
1776,511455001012,145,Powhatan County,43076431,194950,HUD,0.109,40913.4373428325,68957235.9842177
1777,511455001022,145,Powhatan County,23783487,53217,HUD,0.294,29350.13539573,37933552.1051438
1778,516600004024,660,Harrisonburg city,828941,0,HUD,0.566,4910.75799267958,1354112.959026
1779,516600004021,660,Harrisonburg city,2123071,0,HUD,0.668,10515.6447580772,3467739.65249226
1780,516708205001,670,Hopewell city,825938,0,HUD,0.644,5197.19750704006,1307580.1112165
1781,516600003011,660,Harrisonburg city,4833279,3357,HUD,0.33,12244.2195245624,7896765.92981804
1782,516600003023,660,Harrisonburg city,742396,0,HUD,0.327,4710.1920446257,1211921.35545183
1783,516600003022,660,Harrisonburg city,685824,0,HUD,0.572,4980.20633372812,1119374.29808347
1784,516600004023,660,Harrisonburg city,382198,0,HUD,0.821,3996.86118647281,624181.443554664
1785,516708205002,670,Hopewell city,588992,0,HUD,0.496,4720.63727975618,932325.241536026
1786,516708201001,670,Hopewell city,1174018,463994,HUD,0.681,8727.22081146078,2593978.57484522
1787,510872004121,087,Henrico County,241664,1103,HUD,0.753,2956.94575734925,387734.861260035
1788,516708203001,670,Hopewell city,751311,162708,HUD,0.742,6073.29106771174,1447332.71710536
1789,516708204001,670,Hopewell city,1369484,344423,HUD,0.573,8099.01608497115,2713871.20350406
1790,516900001002,690,Martinsville city,2186826,0,FPL,0.723358449946179,7941.30223595044,3407921.58222146
1791,515102013001,510,Alexandria city,339872,0,HUD,0.071,3162.12221838531,560846.48567719
1792,515102014001,510,Alexandria city,413645,0,HUD,0.039,4434.41289049552,682528.675760282
1793,515102014002,510,Alexandria city,220087,0,HUD,0.172,2636.12356875992,363107.968077932
1794,515102014003,510,Alexandria city,157479,0,HUD,0.309,2498.28463564878,259797.924108095
1795,515102014004,510,Alexandria city,222096,0,HUD,0.292,2961.15464807578,366372.161817016
1796,515102015001,510,Alexandria city,625001,0,HUD,0.031,5037.42031531437,1030956.71670263
1797,515102015002,510,Alexandria city,271440,0,HUD,0.12,3638.76872655424,447716.582600207
1798,515102015003,510,Alexandria city,327438,0,HUD,0.12,3269.20528470084,540078.200636644
1799,510872001091,087,Henrico County,1586258,48025,HUD,0.072,7602.78665570854,2606469.97830039
1800,510872005011,087,Henrico County,1842018,8449,HUD,0.544,8731.67844806546,2952909.06295698
1801,510872005021,087,Henrico County,1220274,168,HUD,0.526,6228.41692185142,1948041.22243577
1802,510872005022,087,Henrico County,3978086,33412,HUD,0.221,11774.4167600711,6399752.65410346
1803,518100458071,810,Virginia Beach city,359898,21082,HUD,0.367,2996.63356987086,595629.373213496
1804,518100462201,810,Virginia Beach city,1157875,22012,HUD,0.337,5965.0107004847,1844330.80337561
1805,515500210092,550,Chesapeake city,4246653,0,HUD,0.134,11626.7877190949,6615215.98727963
1806,510872007001,087,Henrico County,244674,0,HUD,0.882,2567.5136158446,390515.643064055
1807,510872007002,087,Henrico County,817273,11371,HUD,0.401,5295.3847635292,1322387.33963233
1808,515102018022,510,Alexandria city,212601,22085,HUD,0.072,3158.90696676361,387036.721755273
1809,515102019001,510,Alexandria city,305350,18020,HUD,0.203,4033.76851819608,533253.884350383
1810,515102019002,510,Alexandria city,386028,0,HUD,0.189,3891.72662944856,636594.885269103
1811,515102020012,510,Alexandria city,204566,18472,HUD,0.123,2902.10424809682,367753.593738407
1812,515102020013,510,Alexandria city,108467,13043,HUD,0.111,2686.54526979234,200341.63645052
1813,515102020021,510,Alexandria city,413644,17798,HUD,0.128,3488.94664356999,711288.944061196
1814,515102020022,510,Alexandria city,205018,404038,HUD,0.28,4384.86948455581,1003960.3528842
1815,510872006001,087,Henrico County,670539,3537,HUD,0.606,4873.59832471201,1076241.71742176
1816,510872006002,087,Henrico County,659243,0,HUD,0.682,4289.65268994141,1052411.39247097
1817,510872006004,087,Henrico County,592401,0,HUD,0.458,4573.24564364243,945439.164922772
1818,515500211012,550,Chesapeake city,3465329,80561,HUD,0.107,10790.8761481407,5528647.63817099
1819,515500211011,550,Chesapeake city,4075638,237927,HUD,0.075,11245.0148847177,6725473.80005698
1820,516300004003,630,Fredericksburg city,1084610,1076,HUD,0.749,6759.31973359517,1765172.93581771
1821,516300004002,630,Fredericksburg city,532468,0,HUD,0.454,4642.20975305832,865809.770669389
1822,516300002022,630,Fredericksburg city,625977,11480,HUD,0.639,6386.79811454322,1037136.47643722
1823,516300005005,630,Fredericksburg city,548762,0,HUD,0.353,5382.76697709067,891973.352586997
1824,516300005004,630,Fredericksburg city,1757080,0,HUD,0.157,7911.01126020323,2856326.0605386
1825,516300002011,630,Fredericksburg city,558551,0,HUD,0.768,4575.7926868201,908424.605494543
1826,516300002021,630,Fredericksburg city,980727,12147,HUD,0.659,5015.33071989158,1615257.31159881
1827,516300002013,630,Fredericksburg city,1243852,14674,HUD,0.521,6132.57975097062,2047198.40596153
1828,516300002012,630,Fredericksburg city,1110889,916,HUD,0.487,6369.95959019014,1808647.0131746
1829,517600711001,760,Richmond city,1265819,96232,HUD,0.457,8391.72901141343,2169446.43046701
1830,517600711002,760,Richmond city,461132,0,HUD,0.397,3664.43435115956,734508.798075824
1831,510299301023,029,Buckingham County,53773529,697731,FPL,0.360248447204969,43869.3989130158,87079481.6062833
1832,510299301011,029,Buckingham County,148256309,1819134,FPL,0.479131886477462,86288.0040281807,239886391.654401
1833,510299302012,029,Buckingham County,100888848,398767,FPL,0.307894736842105,54888.1269311956,161377357.527213
1834,510299301021,029,Buckingham County,114442256,258738,FPL,0.505,85297.4593105134,183116774.02171
1835,510299302021,029,Buckingham County,101559462,593662,FPL,0.247438928289992,74663.3913261774,162912659.001777
1836,510299302023,029,Buckingham County,240997741,1211460,FPL,0.342535211267606,118210.709146852,384776990.127738
1837,510872001221,087,Henrico County,1060451,0,HUD,0.09,5580.51674886474,1693368.87654584
1838,517700001002,770,Roanoke city,1932118,0,HUD,0.725,7786.34352459028,3058638.37146753
1839,511730303023,173,Smyth County,19497212,751,FPL,0.37007874015748,29771.7398918779,30510841.7519735
1840,517700027004,770,Roanoke city,415851,0,HUD,0.701,3560.87781077727,657758.855656867
1841,517700003002,770,Roanoke city,906334,432,HUD,0.365,4902.79166568984,1435765.5848921
1842,517900003003,790,Staunton city,698735,0,HUD,0.364,5511.45492534937,1132201.04817785
1843,517900006002,790,Staunton city,9623605,52866,HUD,0.501,16856.8375570289,15667558.2250563
1844,510872001243,087,Henrico County,618752,3816,HUD,0.659,4053.51448425738,994017.134699482
1845,510872001251,087,Henrico County,190009,0,HUD,0.418,2629.79756258478,303454.66535902
1846,510872001261,087,Henrico County,992243,340,HUD,0.553,5740.23704753968,1585296.30251133
1847,510872001262,087,Henrico County,372596,1994,HUD,0.637,3177.19340895929,598333.238417018
1848,510872002011,087,Henrico County,1216512,0,HUD,0.064,6057.90608262237,1940816.96212184
1849,517600711004,760,Richmond city,1830881,0,HUD,0.648,7153.22424229056,2915814.7076734
1850,517700012002,770,Roanoke city,348449,0,HUD,0.624,4042.70125624505,551172.410918148
1851,510872002021,087,Henrico County,1096845,0,HUD,0.037,6096.18750372164,1749448.73810836
1852,510872002022,087,Henrico County,971018,606,HUD,0.092,7142.36485471977,1549953.57280686
1853,517700001003,770,Roanoke city,731437,0,HUD,0.763,4515.82339740828,1157986.00592148
1854,517700003001,770,Roanoke city,538238,0,HUD,0.422,4163.98947756784,852084.949262493
1855,510872002024,087,Henrico County,653975,0,HUD,0.125,5018.5550107585,1043494.52486194
1856,510872003011,087,Henrico County,276772,543,HUD,0.401,3739.63319136614,442299.016735972
1857,510872003021,087,Henrico County,602562,743,HUD,0.193,4949.40397437706,962381.91261388
1858,510872003031,087,Henrico County,1460549,1182,HUD,0.452,6089.02870630875,2332639.51390279
1859,516500108004,650,Hampton city,336919,169778,HUD,0.556,4433.74794903213,796705.36058969
1860,510872003032,087,Henrico County,1407900,460,HUD,0.639,7116.53590401615,2247691.04401809
1861,510872003052,087,Henrico County,1232838,3339,HUD,0.389,6625.77280383729,1973918.34029645
1862,510872004041,087,Henrico County,1311532,43190,HUD,0.373,9295.66713162301,2162219.18382393
1863,516839102021,683,Manassas city,782043,2942,HUD,0.542,4891.52178508723,1293307.61381312
1864,516839104012,683,Manassas city,159291,0,HUD,0.944,2108.48296418106,262247.339360048
1865,516839102012,683,Manassas city,423089,0,HUD,0.464,4422.04781544938,696922.830442299
1866,516839104021,683,Manassas city,643103,0,HUD,0.071,4674.34411450455,1058381.91931007
1867,516839101002,683,Manassas city,1682741,455,HUD,0.147,7371.11339826236,2772283.11295468
1868,516839103011,683,Manassas city,1165033,0,HUD,0.719,6429.09683226831,1918753.66813538
1869,516839102024,683,Manassas city,793253,18405,HUD,0.422,5744.0475173927,1337130.38463249
1870,516839103013,683,Manassas city,925025,1633,HUD,0.185,5015.39298720004,1525616.90883295
1871,516500108003,650,Hampton city,1219524,0,HUD,0.122,6193.68233802328,1918216.8201409
1872,517700001001,770,Roanoke city,806569,0,HUD,0.637,5184.85979198059,1276732.45605596
1873,517402131011,740,Portsmouth city,1091471,0,HUD,0.763,6080.04044047434,1708478.7166011
1874,517402106002,740,Portsmouth city,353349,50695,HUD,0.39,3304.98774324462,632023.207895327
1875,517700004003,770,Roanoke city,901794,6319,HUD,0.767,5307.44332948467,1438389.32507555
1876,517700004001,770,Roanoke city,1223069,5416,HUD,0.437,6616.49274819216,1945382.90680798
1877,517700005004,770,Roanoke city,823938,0,HUD,0.815,4861.85335179696,1304566.22658826
1878,517700005002,770,Roanoke city,515648,0,HUD,0.594,4215.40952710018,816317.469076985
1879,517700005003,770,Roanoke city,892993,0,HUD,0.627,5718.67807483017,1413379.28939017
1880,511770204063,177,Spotsylvania County,36419726,325490,HUD,0.462,36645.9246114679,59560014.0817291
1881,511770203082,177,Spotsylvania County,2217137,28664,HUD,0.486,8484.91824802541,3647504.05294218
1882,511770201141,177,Spotsylvania County,1782265,6999,HUD,0.277,7304.94239756493,2907366.73512906
1883,511770201121,177,Spotsylvania County,2400969,4756,HUD,0.374,9831.06565193275,3909895.59280789
1884,511770203042,177,Spotsylvania County,3592464,14684,HUD,0.314,12630.3875162664,5858987.60467721
1885,511770204052,177,Spotsylvania County,38595018,5474320,HUD,0.289,43924.5784131069,71357860.4585144
1886,511770201043,177,Spotsylvania County,24182988,616751,HUD,0.177,29658.7944857651,40324443.403437
1887,517402103001,740,Portsmouth city,485988,242376,HUD,0.224,5525.19497970101,1139602.55382753
1888,516839104013,683,Manassas city,159000,232,HUD,0.893,2269.42346416795,262124.197292559
1889,516839104011,683,Manassas city,904523,0,HUD,0.568,5967.80133875397,1489318.2049694
1890,516839102013,683,Manassas city,1157399,0,HUD,0.392,6806.6858926554,1906401.86711414
1891,516839103021,683,Manassas city,874187,0,HUD,0.798,4765.86076235794,1439268.54868378
1892,516839103022,683,Manassas city,1288055,13720,HUD,0.382,6455.36601235384,2142775.52474536
1893,518100428012,810,Virginia Beach city,371440,0,HUD,0.418,3549.11275674879,580887.413612572
1894,518100446003,810,Virginia Beach city,1566060,972370,HUD,0.029,9176.7560965193,3972969.85396272
1895,518100410042,810,Virginia Beach city,228182,0,HUD,0.752,2408.24489489851,356985.532404659
1896,518100408011,810,Virginia Beach city,354453,0,HUD,0.825,3491.13681419056,554890.173988773
1897,518100448083,810,Virginia Beach city,697985,41459,HUD,0.468,5103.74355956033,1156764.84951216
1898,518100462143,810,Virginia Beach city,485259,0,HUD,0.311,4598.63001565812,758073.737099229
1899,517402118003,740,Portsmouth city,311888,0,HUD,0.692,2798.72800271758,487660.816810741
1900,516200901002,620,Franklin city,6883862,117360,HUD,0.334,26533.1967694385,10909743.3183521
1901,517402119002,740,Portsmouth city,514298,0,HUD,0.443,3934.427818836,803992.443795574
1902,518100460094,810,Virginia Beach city,997726,66167,HUD,0.258,6429.31378081696,1663649.11013302
1903,518100408021,810,Virginia Beach city,270574,0,HUD,0.553,3486.83379275187,423532.722314533
1904,518100454051,810,Virginia Beach city,413952,19458,HUD,0.452,3451.03910737594,677405.843590962
1905,518100444022,810,Virginia Beach city,385483,0,HUD,0.497,3337.42668911969,603337.156471562
1906,518100422024,810,Virginia Beach city,466764,0,HUD,0.377,3457.43965550847,730337.555256494
1907,518100464002,810,Virginia Beach city,34633214,51370227,HUD,0.177,51514.7413233062,133648242.360772
1908,518100412003,810,Virginia Beach city,1071368,215685,HUD,0.391,6373.83701045598,2015122.09292438
1909,515102006001,510,Alexandria city,1105121,93132,HUD,0.309,9745.93523990471,1976073.07247787
1910,515102004071,510,Alexandria city,71949,0,HUD,0.595,1539.13658321145,118671.445915503
1911,515102020011,510,Alexandria city,181671,4948,HUD,0.103,2896.50109589037,307722.654003191
1912,515102003021,510,Alexandria city,1206997,636,HUD,0.096,6678.71522616171,1992298.78082923
1913,510950801022,095,James City County,1169499,0,HUD,0.521,8506.6023237079,1847462.97832493
1914,510131022001,013,Arlington County,228146,0,HUD,0.383,2878.15303226497,376783.86402154
1915,510131022004,013,Arlington County,109744,0,HUD,0.475,1789.85663619793,181246.351696414
1916,510131037001,013,Arlington County,526969,0,HUD,0.057,4720.17107454085,870238.122346658
1917,510131024001,013,Arlington County,186938,0,HUD,0.452,3878.66202744769,308847.879902232
1918,518100462061,810,Virginia Beach city,256880,0,HUD,0.333,3165.14279057376,401528.292605888
1919,518100446001,810,Virginia Beach city,2155104,1049951,HUD,0.063,9376.83465316759,5019776.98366644
1920,518100408022,810,Virginia Beach city,297594,0,HUD,0.509,3367.66555547456,465796.733679878
1921,510950802022,095,James City County,2064856,0,HUD,0.5,9876.01370622667,3265927.23868833
1922,510950802031,095,James City County,11984494,6768136,HUD,0.201,29989.7866182029,29628461.8765846
1923,511610301003,161,Roanoke County,86318180,35789,HUD,0.284,69656.4649110419,136935147.675766
1924,511610308021,161,Roanoke County,1670486,0,HUD,0.441,10795.2124700688,2638474.08055289
1925,511610309002,161,Roanoke County,8029749,0,HUD,0.582,18642.9896490132,12681733.0808475
1926,510131022003,013,Arlington County,248449,0,HUD,0.693,3799.82034167074,410333.861729524
1927,510131011003,013,Arlington County,605576,0,HUD,0.16,4222.11715378525,1000729.28090946
1928,510131011004,013,Arlington County,377239,0,HUD,0.277,4572.85878081615,623481.631556567
1929,510131011002,013,Arlington County,436787,0,HUD,0.197,4153.91026514607,721921.055232504
1930,510131027011,013,Arlington County,281354,0,HUD,0.728,3127.05053167677,464632.91974356
1931,510131023023,013,Arlington County,316318,0,HUD,0.588,3651.14575690847,522438.038943639
1932,510131017012,013,Arlington County,88274,0,HUD,0.184,1686.51772406851,145921.844209097
1933,510131017013,013,Arlington County,69873,0,HUD,0.376,1331.29479680645,115498.644773405
1934,510131027021,013,Arlington County,137335,0,HUD,0.127,2604.44181751849,226757.086487502
1935,511610307011,161,Roanoke County,3460712,3482,HUD,0.315,13789.9015829018,5474712.60136014
1936,511610302011,161,Roanoke County,452476,0,HUD,0.209,3775.38429264192,716607.854910346
1937,511610311012,161,Roanoke County,1626691,258,HUD,0.534,11326.8734173226,2573752.50303901
1938,511610303001,161,Roanoke County,63594310,42051,HUD,0.291,69466.7303728886,100745121.833141
1939,511610301001,161,Roanoke County,43537794,202648,HUD,0.302,44736.7412982071,69365818.4745394
1940,511610310003,161,Roanoke County,7913164,9564,HUD,0.222,24839.5335842804,12511070.1896745
1941,511610302013,161,Roanoke County,2761362,5582,HUD,0.258,8721.28186639947,4383487.25781075
1942,511610303002,161,Roanoke County,13186255,252399,HUD,0.446,35769.6239498386,21250845.804095
1943,511610307013,161,Roanoke County,2238953,9768,HUD,0.387,9368.28897649171,3552924.47683851
1944,511610310002,161,Roanoke County,9854525,34449,HUD,0.336,22478.3820915241,15624423.3019193
1945,511610302052,161,Roanoke County,3930783,8921,HUD,0.244,11188.6339899516,6245732.90882264
1946,510131027022,013,Arlington County,147650,0,HUD,0.71,2210.34713416862,243805.745502243
1947,510131030001,013,Arlington County,236774,0,HUD,0.092,3003.8390199212,390759.697158002
1948,510131036022,013,Arlington County,118623,0,HUD,0.435,2844.78226432558,195881.738895891
1949,510131036021,013,Arlington County,56120,0,HUD,0.384,1427.30443318602,92679.0777958213
1950,511610302051,161,Roanoke County,3630210,18445,HUD,0.429,10318.0180928319,5782332.95929588
1951,511610302032,161,Roanoke County,4174184,136254,HUD,0.117,13418.1051276895,6831061.5793509
1952,517402103003,740,Portsmouth city,450306,315781,HUD,0.635,5053.74355575095,1198603.45693267
1953,511430108012,143,Pittsylvania County,30233709,63884,FPL,0.265013054830287,32957.9721660309,47243665.3468496
1954,511430102001,143,Pittsylvania County,18980742,199969,FPL,0.477635782747604,26945.1381747573,30203319.7995742
1955,511430110012,143,Pittsylvania County,18644406,23167,FPL,0.185004868549172,25016.9859987776,29044778.4164184
1956,511430106001,143,Pittsylvania County,6430929,32960,FPL,0.568935427574171,22338.9812116907,10139532.3914707
1957,511430109002,143,Pittsylvania County,79789722,337406,FPL,0.248956158663883,49899.6963615746,125017828.975816
1958,511539012333,153,Prince William County,2049737,6109,HUD,0.223,8420.60766499661,3377057.40892771
1959,511539012312,153,Prince William County,5074406,635806,HUD,0.089,20251.2033024387,9396006.1631398
1960,511539013052,153,Prince William County,37188648,597591,HUD,0.077,44371.2760969519,62109694.596802
1961,511539012193,153,Prince William County,4654345,342732,HUD,0.055,17769.308399208,8218948.48637813
1962,510299301013,029,Buckingham County,117070005,844825,FPL,0.483500717360115,80129.8383503089,188618333.840379
1963,510299301012,029,Buckingham County,119100790,1087738,FPL,0.199421965317919,90717.1389275352,192319308.756488
1964,517402115002,740,Portsmouth city,428019,0,HUD,0.791,3304.90142725873,669237.902640377
1965,510131002002,013,Arlington County,1053852,0,HUD,0.099,5866.05944002329,1742878.1359887
1966,510131008001,013,Arlington County,236498,0,HUD,0.273,4070.3641165197,390995.547403663
1967,510131007006,013,Arlington County,232652,0,HUD,0.484,2812.81871289959,384616.200556667
1968,510131029011,013,Arlington County,158140,0,HUD,0.14,1951.67244752109,261037.726158903
1969,510131029012,013,Arlington County,389684,1340,HUD,0.122,6340.17637233551,645520.162068351
1970,510131029013,013,Arlington County,144605,0,HUD,0.112,1987.23623905299,238677.760789877
1971,510131036013,013,Arlington County,243255,0,HUD,0.338,3505.23128667182,401674.138714539
1972,510131009003,013,Arlington County,324818,0,HUD,0.243,2972.98774910864,536798.304703459
1973,510131035013,013,Arlington County,132273,0,HUD,0.366,2068.55822816124,218463.909736068
1974,510131030003,013,Arlington County,224883,0,HUD,0.085,2708.7401438495,371116.188474444
1975,515102006004,510,Alexandria city,447575,0,HUD,0.268,5650.22742372125,738209.15667725
1976,517402127011,740,Portsmouth city,1698431,6121,HUD,0.854,8873.04722828369,2663817.87051876
1977,517402127021,740,Portsmouth city,813489,0,HUD,0.536,4712.40286566456,1271061.46485886
1978,517402127022,740,Portsmouth city,924120,0,HUD,0.512,6318.45127867874,1443858.29070549
1979,517402124001,740,Portsmouth city,920407,0,HUD,0.772,4942.76598975453,1438649.65197045
1980,517402124003,740,Portsmouth city,238003,0,HUD,0.993,2645.92602625923,371854.280492141
1981,517402126003,740,Portsmouth city,379539,0,HUD,0.6,3384.50281445795,593224.774508037
1982,517402126002,740,Portsmouth city,437352,0,HUD,0.358,3775.93416522577,683574.893943754
